accepted.name,family,source,organ.rough,application,symptoms.eng,ebds.level2
Ficus thonningii Blume,Moraceae,Nacoulma-Ouédraogo1996,bark,NA,dysentery,NA
Ficus thonningii Blume,Moraceae,Nadembega2011,twigs,decoction,tonic,nutritional disorders
Ficus sycomorus L.,Moraceae,Nacoulma-Ouédraogo1996,bark,NA,dropsy,NA
Ficus sycomorus L.,Moraceae,Nacoulma-Ouédraogo1996,bark,NA,albuminuria of pregnancy,genitourinary system disorders
Ficus sycomorus L.,Moraceae,Nadembega2011,bark,NA,naval bread,NA
Ficus thonningii Blume,Moraceae,Nadembega2011,roots,decoction,tonic,nutritional disorders
Ficus sycomorus L.,Moraceae,Kirstensen2003,bark,NA,diarrhea,digestive system disorders
Ficus sur Forssk.,Moraceae,Nacoulma-Ouédraogo1996,bark,NA,poisoning,poisonings
Ficus sycomorus L.,Moraceae,Zerbo2011,bark,NA,digestive disorders,NA
Ficus thonningii Blume,Moraceae,Nacoulma-Ouédraogo1996,roots,NA,demineralization,NA
Ficus sycomorus L.,Moraceae,Nadembega2011,wood,NA,contorion,NA
Ficus platyphylla Delile,Moraceae,Nacoulma-Ouédraogo1996,twigs,NA,malaria access,NA
Ficus sycomorus L.,Moraceae,Tapsoba2006,bark,NA,oral sores,skin/subcutaneous cellular tissue disorders
Ficus platyphylla Delile,Moraceae,Nacoulma-Ouédraogo1996,roots,NA,female sterility,genitourinary system disorders
Ficus platyphylla Delile,Moraceae,Krohmer2004,twigs,NA,anxiety,mental disorders
Ficus asperifolia Miq.,Moraceae,Arbonnier2002,leaves,NA,urinary disorders,NA
Ficus thonningii Blume,Moraceae,Jansen2010,leaves,NA,malaria,infections/infestations
Ficus platyphylla Delile,Moraceae,Nacoulma-Ouédraogo1996,bark,NA,shigellose,infections/infestations
Ficus sycomorus L.,Moraceae,Nadembega2011,bark,NA,itch,NA
Ficus sur Forssk.,Moraceae,Nacoulma-Ouédraogo1996,bark,NA,convulsions,NA
Ficus trichopoda Baker,Moraceae,Arbonnier2002,leaves,NA,edema,NA
Ficus thonningii Blume,Moraceae,Nacoulma-Ouédraogo1996,bark,NA,traumatic fever,NA
Ficus sycomorus L.,Moraceae,Nadembega2011,wood,NA,itch,NA
Ficus thonningii Blume,Moraceae,Nacoulma-Ouédraogo1996,bark,NA,nephritis,mental disorders
Ficus dicranostyla Mildbr.,Moraceae,NA,roots,NA,liver cirrhosis,digestive system disorders
Ficus sycomorus L.,Moraceae,Nadembega2011,wood,NA,diarrhea,digestive system disorders
Ficus sur Forssk.,Moraceae,Olivier2012,leaves,NA,traditional medicine,NA
Ficus thonningii Blume,Moraceae,Nadembega2011,leaves,NA,tuberculosis,infections/infestations
Ficus thonningii Blume,Moraceae,Nadembega2011,roots,NA,malaria,infections/infestations
Ficus thonningii Blume,Moraceae,Nadembega2011,roots,NA,cough,respiratory system disorders
Ficus glumosa Delile,Moraceae,Nacoulma-Ouédraogo1996,leaves,NA,edema,NA
Ficus sycomorus L.,Moraceae,Nadembega2011,bark,NA,hiccup,NA
Ficus platyphylla Delile,Moraceae,Nacoulma-Ouédraogo1996,bark,NA,diarrhea,digestive system disorders
Ficus thonningii Blume,Moraceae,Nacoulma-Ouédraogo1996,bark,NA,respiratory infections,NA
Ficus thonningii Blume,Moraceae,Nacoulma-Ouédraogo1996,roots,NA,fracture,muscular-skeletal system disorders
Ficus thonningii Blume,Moraceae,Nadembega2011,twigs,NA,antiabortion,NA
Ficus sycomorus L.,Moraceae,Zerbo2007,bark,NA,diarrhea,digestive system disorders
Ficus vogeliana (Miq.) Miq.,Moraceae,NA,resin/latex/juice,NA,tooth decay,NA
Ficus vogeliana (Miq.) Miq.,Moraceae,NA,bark,NA,cooling,NA
Ficus thonningii Blume,Moraceae,Nadembega2011,twigs,NA,pneumonia,NA
Ficus thonningii Blume,Moraceae,Nacoulma-Ouédraogo1996,bark,NA,phlegmons,NA
Ficus platyphylla Del.,Moraceae,Zerbo2011,bark,NA,digestive disorders,NA
Ficus glumosa Delile,Moraceae,Nacoulma-Ouédraogo1996,bark,NA,anites,NA
Ficus sur Forssk.,Moraceae,Olivier2012,bark,NA,traditional medicine,NA
Ficus dicranostyla Mildbr.,Moraceae,NA,resin/latex/juice,NA,boil,skin/subcutaneous cellular tissue disorders
Ficus thonningii Blume,Moraceae,Nadembega2011,roots,maceration,tonic,nutritional disorders
Ficus sycomorus L.,Moraceae,Nadembega2011,bark,NA,testicular skin disorder,mental disorders
Ficus sycomorus L.,Moraceae,Nacoulma-Ouédraogo1996,bark,NA,inflammation of the throat,inflammation
Ficus thonningii Blume,Moraceae,Nacoulma-Ouédraogo1996,roots,NA,bilharzia,NA
Ficus gnaphalocarpa,Moraceae,Legani 2009,leaves,NA,renal diseases,NA
Ficus platyphylla Delile,Moraceae,Nacoulma-Ouédraogo1996,buds,NA,sagittarius poison antidote,NA
Ficus sur Forssk.,Moraceae,Nacoulma-Ouédraogo1996,roots,NA,edema,NA
Ficus asperifolia Miq.,Moraceae,Arbonnier2002,leaves,NA,amenorrhea,genitourinary system disorders
Ficus sycomorus  L.,Moraceae,Olivier2012,twigs,NA,traditional medicine,NA
Ficus asperifolia Miq.,Moraceae,Arbonnier2002,leaves,NA,gastralgia,NA
Ficus sycomorus L.,Moraceae,Nadembega2011,bark,NA,contorion,NA
Ficus sycomorus L.,Moraceae,Nacoulma-Ouédraogo1996,leaves,NA,snake bite,poisonings
Ficus thonningii Blume,Moraceae,Nacoulma-Ouédraogo1996,bark,NA,metrorrhagia,genitourinary system disorders
Ficus platyphylla Delile,Moraceae,Nacoulma-Ouédraogo1996,bark,NA,nervousness,NA
Ficus thonningii Blume,Moraceae,Nacoulma-Ouédraogo1996,bark,NA,agalactia,NA
Ficus sycomorus L.,Moraceae,Nadembega2011,bark,NA,tired,NA
Ficus gnaphalocarpa,Moraceae,Legani 2009,roots,NA,renal diseases,NA
Ficus sur Forssk.,Moraceae,Nacoulma-Ouédraogo1996,bark,NA,neuralgia,NA
Ficus natalensis Hochst.,Moraceae,Arbonnier2002,roots,NA,calming,NA
Ficus sycomorus L.,Moraceae,Nadembega2011,wood,NA,naval bread,NA
Ficus sycomorus L.,Moraceae,Nadembega2011,wood,NA,testicular skin disorder,mental disorders
Ficus sycomorus L.,Moraceae,Nacoulma-Ouédraogo1996,leaves,NA,scorpion sting,poisonings
Ficus sycomorus L.,Moraceae,Nacoulma-Ouédraogo1996,bark,NA,poisoning,poisonings
Ficus thonningii Blume,Moraceae,Nadembega2011,roots,NA,tuberculosis,infections/infestations
Ficus glumosa Delile,Moraceae,Nacoulma-Ouédraogo1996,leaves,NA,cough,respiratory system disorders
Ficus asperifolia Miq.,Moraceae,Arbonnier2002,roots,NA,hemorrhoids,circulatory system disorders
Ficus sycomorus L.,Moraceae,Nacoulma-Ouédraogo1996,roots,NA,gastric embarrassment,NA
Ficus vallis-choudae Delile,Moraceae,NA,leaves,NA,fever,infections/infestations
Ficus sur Forssk.,Moraceae,Nacoulma-Ouédraogo1996,bark,NA,muscle cramps,muscular-skeletal system disorders
Ficus sycomorus L.,Moraceae,Nacoulma-Ouédraogo1996,leaves,NA,dysentery,NA
Ficus sycomorus L.,Moraceae,Nacoulma-Ouédraogo1996,bark,NA,venoms,NA
Ficus thonningii Blume,Moraceae,Nacoulma-Ouédraogo1996,bark,NA,gonorrhea,infections/infestations
Ficus thonningii Blume,Moraceae,Nadembega2011,twigs,NA,cough,respiratory system disorders
Ficus sycomorus L.,Moraceae,Nacoulma-Ouédraogo1996,bark,NA,poisoning,poisonings
Ficus sur Forssk.,Moraceae,Nacoulma-Ouédraogo1996,resin/latex/juice,NA,bruises,injuries
Ficus natalensis Hochst.,Moraceae,Arbonnier2002,resin/latex/juice,NA,dracunculiasis,NA
Ficus sycomorus L.,Moraceae,Nadembega2011,bark,NA,cough,respiratory system disorders
Ficus sur Forssk.,Moraceae,Nacoulma-Ouédraogo1996,fruits,NA,purgatives,digestive system disorders
Ficus thonningii Blume,Moraceae,Nadembega2011,twigs,NA,hip disorders,NA
Ficus sycomorus L.,Moraceae,Kirstensen2003,bark,NA,mothermilk production,NA
Ficus thonningii Blume,Moraceae,Nacoulma-Ouédraogo1996,bark,NA,sore throat,skin/subcutaneous cellular tissue disorders
Ficus dicranostyla Mildbr.,Moraceae,NA,bark,NA,cataract,sensory system disorders
Ficus natalensis Hochst.,Moraceae,Arbonnier2002,bark,NA,galactagogue,NA
Ficus thonningii Blume,Moraceae,Nacoulma-Ouédraogo1996,roots,NA,neuralgia,NA
Ficus sur Forssk.,Moraceae,Nacoulma-Ouédraogo1996,roots,NA,gonorrhea,infections/infestations
Ficus platyphylla Delile,Moraceae,Krohmer2004,roots,NA,fractures,muscular-skeletal system disorders
Ficus ingens (Miq.) Miq.,Moraceae,Zerbo2007,resin/latex/juice,NA,umbilical pain,NA
Ficus sur Forssk.,Moraceae,Nacoulma-Ouédraogo1996,resin/latex/juice,NA,eye diseases,infections/infestations
Ficus thonningii Blume,Moraceae,Nadembega2011,roots,NA,pneumonia,NA
Ficus sycomorus L.,Moraceae,Nadembega2011,bark,decoction,uterus disorder,NA
Ficus sycomorus L.,Moraceae,Nadembega2011,bark,NA,tuberulosis,infections/infestations
Ficus glumosa Delile,Moraceae,Nacoulma-Ouédraogo1996,leaves,NA,agalactia,NA
Ficus ovata Vahl,Moraceae,Arbonnier2002,leaves,NA,convulsions,NA
Ficus platyphylla Delile,Moraceae,Zerbo2007,bark,NA,stomach aches,skin/subcutaneous cellular tissue disorders
Ficus sur Forssk.,Moraceae,Nadembega2011,fruits,charred,loss of memory,NA
Ficus dicranostyla Mildbr.,Moraceae,NA,leaves,NA,jaundice,NA
Ficus sycomorus L.,Moraceae,Nacoulma-Ouédraogo1996,leaves,NA,jaundice,NA
Ficus sur Forssk.,Moraceae,Nacoulma-Ouédraogo1996,resin/latex/juice,NA,lumbago,muscular-skeletal system disorders
Ficus thonningii Blume,Moraceae,Nadembega2011,roots,NA,hip disorders,NA
Ficus sycomorus L.,Moraceae,Nacoulma-Ouédraogo1996,leaves,NA,insolation,NA
Ficus thonningii Blume,Moraceae,Nadembega2011,leaves,NA,malaria,infections/infestations
Ficus sycomorus L.,Moraceae,Nacoulma-Ouédraogo1996,leaves,NA,asthma,respiratory system disorders
Ficus thonningii Blume,Moraceae,Nacoulma-Ouédraogo1996,bark,NA,diarrhea,digestive system disorders
Ficus thonningii Blume,Moraceae,Nadembega2011,leaves,NA,antiabortion,NA
Ficus sycomorus L.,Moraceae,Nadembega2011,wood,NA,malaria,infections/infestations
Ficus natalensis Hochst.,Moraceae,Arbonnier2002,roots,NA,snake venom,NA
Ficus sycomorus L.,Moraceae,Nadembega2011,bark,NA,fever,infections/infestations
Ficus sycomorus L.,Moraceae,Nadembega2011,bark,NA,diarrhea,digestive system disorders
Ficus sycomorus L.,Moraceae,Nacoulma-Ouédraogo1996,bark,NA,chest pain,pain
Ficus platyphylla Del.,Moraceae,Zerbo2007,bark,NA,stomach aches,skin/subcutaneous cellular tissue disorders
Ficus natalensis Hochst.,Moraceae,Arbonnier2002,resin/latex/juice,NA,tooth decay,NA
Ficus platyphylla Delile,Moraceae,Nacoulma-Ouédraogo1996,twigs,NA,heart diseases,circulatory system disorders
Ficus sur Forssk.,Moraceae,Nacoulma-Ouédraogo1996,fruits,NA,abortive,NA
Ficus sycomorus L.,Moraceae,Nadembega2011,bark,NA,malaria,infections/infestations
Ficus thonningii Blume,Moraceae,Nadembega2011,leaves,NA,hip disorders,NA
Ficus platyphylla Delile,Moraceae,Nacoulma-Ouédraogo1996,bark,NA,stomach pain,pain
Ficus ovata Vahl,Moraceae,Arbonnier2002,roots,NA,anxiety,mental disorders
Ficus sur Forssk.,Moraceae,Nacoulma-Ouédraogo1996,fruits,NA,galactogens,NA
Ficus vogeliana (Miq.) Miq.,Moraceae,NA,bark,NA,colds,infections/infestations
Ficus sycomorus L.,Moraceae,Zerbo2011,bark,NA,respiratory problems,mental disorders
Ficus sycomorus L.,Moraceae,Ky2009,bark,juice,colic,digestive system disorders
Ficus natalensis Hochst.,Moraceae,Arbonnier2002,roots,NA,lumbago,muscular-skeletal system disorders
Ficus platyphylla Delile,Moraceae,Nacoulma-Ouédraogo1996,fruits,NA,agalactia,NA
Ficus umbellata Vahl,Moraceae,Arbonnier2002,leaves,NA,hemorrhoids,circulatory system disorders
Ficus dicranostyla Mildbr.,Moraceae,NA,leaves,NA,calming,NA
Ficus sycomorus  L.,Moraceae,Olivier2012,buds,NA,traditional medicine,NA
Ficus capreifolia Delile,Moraceae,Arbonnier2002,roots,NA,bilharzia,NA
Ficus sycomorus L.,Moraceae,Nacoulma-Ouédraogo1996,leaves,NA,headache,skin/subcutaneous cellular tissue disorders
Ficus capreifolia Delile,Moraceae,Arbonnier2002,leaves,NA,chancre syphilitic,NA
Ficus sur Forssk.,Moraceae,Krohmer2004,fruits,NA,joint pain,pain
Ficus vallis-choudae Delile,Moraceae,NA,leaves,NA,bronchitis,mental disorders
Ficus platyphylla Delile,Moraceae,Nadembega2011,twigs,NA,galactogogue,NA
Ficus thonningii Blume,Moraceae,Nadembega2011,twigs,NA,malaria,infections/infestations
Ficus natalensis Hochst.,Moraceae,Arbonnier2002,roots,NA,rheumatism,NA
Ficus ovata Vahl,Moraceae,Arbonnier2002,twigs,NA,prevention of infant mortality,NA
Ficus sycomorus L.,Moraceae,Nadembega2011,wood,NA,fever,infections/infestations
Ficus sycomorus L.,Moraceae,Nadembega2011,wood,NA,hiccup,NA
Ficus sycomorus L.,Moraceae,Nadembega2011,wood,NA,tuberulosis,infections/infestations
Ficus asperifolia Miq.,Moraceae,Arbonnier2002,resin/latex/juice,NA,pain,pain
Ficus ovata Vahl,Moraceae,Arbonnier2002,twigs,NA,anxiety,mental disorders
Ficus ovata Vahl,Moraceae,Arbonnier2002,leaves,NA,anxiety,mental disorders
Ficus thonningii Blume,Moraceae,Nacoulma-Ouédraogo1996,bark,NA,rachitism of children,mental disorders
Ficus sur Forssk.,Moraceae,Krohmer2004,resin/latex/juice,NA,cough,respiratory system disorders
Ficus vallis-choudae Delile,Moraceae,NA,leaves,NA,colic,digestive system disorders
Ficus sycomorus L.,Moraceae,Nacoulma-Ouédraogo1996,bark,NA,cough,respiratory system disorders
Ficus sycomorus L.,Moraceae,Kirstensen2003,bark,NA,sore throat,skin/subcutaneous cellular tissue disorders
Ficus ovata Vahl,Moraceae,Arbonnier2002,twigs,NA,convulsions,NA
Ficus sycomorus L.,Moraceae,Nadembega2011,wood,NA,tired,NA
Ficus ingens (Miq.) Miq.,Moraceae,Krohmer2004,leaves,NA,weakness,skin/subcutaneous cellular tissue disorders
